time;title;link;summary
19:40;"Віддати РФ захоплені території, а Україну не брати до НАТО: WSJ дізнався деталі ""мирного плану"" Трампа";https://kontrakty.ua/article/252057;Немає опису
19:38;Британія заявила про підтримку України;https://v-variant.com.ua/brytaniia-zaiavyla-pro-pidtrymku-ukrainy/;Немає опису
19:34;Білий дім: Байден переконуватиме Конгрес і Трампа в подальшій підтримці України;https://www.eurointegration.com.ua/news/2024/11/10/7198101/;Немає опису
19:31;Трамп не погодиться на територіальну анексію та «мир за спинами українців» - Барро;https://www.ukrinform.ua/rubric-polytics/3925618-tramp-ne-pogoditsa-na-teritorialnu-aneksiu-ta-mir-za-spinami-ukrainciv-barro.html;Немає опису
19:30;США надають Україні понад 500 ракет - ЗМІ;https://toneto.net/news/kultura/ssha-nadayut-ukra--n---ponad-500-raket---zm--;Немає опису
19:30;Зеленський заявив, чому Росія насправді почала війну;https://kontrakty.ua/article/252055;Немає опису
19:28;У ЦПД прокоментували «мирні сценарії» Трампа;https://real-vin.com/u-cpd-prokomentuvali-mirni-scenarii-trampa;Немає опису
19:27;Глава МЗС Франції розраховує на мудрість Трампа щодо України;https://gordonua.com/ukr/news/politics/hlava-mzs-frantsiji-rozrakhovuje-na-mudrist-trampa-shchodo-ukrajini-1724134.html;Немає опису
19:16;Роберт Фіцо закликав знизити допомогу Україні, вбачаючи у цьому шлях до миру;https://zn.ua/ukr/war/robert-fitso-zaklikav-zniziti-dopomohu-ukrajini-vbachajuchi-u-tsomu-shljakh-do-miru.html;Немає опису
19:11;Франція надішле Україні близько 10 далекобійних ракет SCALP;https://newssky.com.ua/francziya-nadishle-ukrayini-blyzko-10-dalekobijnyh-raket-scalp/;Немає опису
19:11;"Кремль бачить ""позитивні сигнали"" від Трампа щодо війни в Україні: деталі";https://tsn.ua/ato/kreml-bachit-pozitivni-signali-vid-trampa-schodo-viyni-v-ukrayini-detali-2698227.html;Немає опису
19:09;Сили Європи атрофувалися: Столтенберг висловився про мир для України і прихід Трампа;https://newsyou.info/2024/11/sili-yevropi-atrofuvalisya-stoltenberg-vislovivsya-pro-mir-dlya-ukra%d1%97ni-i-prixid-trampa;Немає опису
19:07;Британія відкинула можливість територіальних поступок Росії: важлива заява щодо війни в Україні;https://www.ukr.net/cluster/politics/Britanija_vidkinula_mozhlivist_teritorialnih_postupok_Rosiji_vazhliva_zajava_wodo_vijni_v_Ukrajini-63367716.html;Немає опису
19:00;Наступного року завдяки Трампу у Європі може настати мир, - Сіярто;https://www.unian.ua/politics/vibori-v-ssha-siyarto-zayaviv-pro-povernennya-miru-u-yevropi-zavdyaki-trampu-12815586.html;Немає опису
18:35;"Перемога Трампа: у Кремлі вже побачили ""позитивні сигнали"" та заговорили про угоду";https://world.comments.ua/ua/news/russia/peremoga-trampa-u-kremli-vzhe-pobachili-pozitivni-signali-ta-zagovorili-pro-ugodu-748176.html?utm_source=ukrnet&utm_medium=ukrnet2;Немає опису
18:32;У Франції розраховують на «мудрість Трампа» щодо України;https://real-vin.com/u-francii-rozrahovujut-na-mudrist-trampa-shhodo-ukraini;Немає опису
18:29;Децентралізацію потрібно продовжувати, але без «політичних ігор» — заступник голови ОП;https://nv.ua/ukr/ukraine/politics/decentralizaciyu-treba-prodovzhuvati-ale-bez-politichnih-igor-novini-ukrajini-50465307.html;Немає опису
18:25;Чого Трамп не повинен допустити щодо України: адмірал із НАТО зробив важливу заяву;https://uapress.kyiv.ua/za-kordonom/chogo-tramp-ne-povinen-dopustiti-shhodo-ukrayini-admiral-iz-nato-zrobiv-vazhlivu-zayavu/;Немає опису
18:13;У Франції заявили про надання Україні ракет SCALP і пообіцяли підтримку з боку Трампа;https://one.ua/16489-u-franciyi-zayavili-pro-nadannya-ukrayini-raket-scalp-i-poobicyali-pidtrimku-z-boku-trampa;Немає опису
18:04;Франція відправить Україні нову партію ракет SCALP та Mistral;https://pravdatutnews.com/emergency/2024/11/10/50458-franciya-vidpravyt-ukrayini-novu-partiyu-raket-scalp-ta-mistral;Немає опису
18:00;У Кремлі побачили «позитивні сигнали» в мирних намірах «непередбачуваного» Трампа;https://www.ostro.org/news/u-kremli-pobachyly-pozytyvni-sygnaly-v-myrnyh-namirah-neperedbachuvanogo-trampa-i498438;Немає опису
18:00;Урсула фон дер Ляєн обговорила з Трампом Україну та РФ;https://toneto.net/news/kultura/ursula-fon-der-lya--n-obgovorila-z-trampom-ukra--nu-ta-rf;Немає опису
17:58;"Трамп ""надто мудрий"", щоб покинути Україну: що розповів міністр МЗС Франції";https://tsn.ua/ukrayina/tramp-nadto-mudriy-schob-pokinuti-ukrayinu-scho-rozpoviv-ministr-mzs-franciyi-2698185.html;Немає опису
17:57;Глава МЗС Франції: Трамп надто мудрий, щоб погодитися на найбільшу за останні 75 років анексію;https://news.liga.net/ua/politics/news/mid-frantsii-tramp-slishkom-mudryy-chtoby-soglasitsya-na-naibolshuyu-za-75-let-anneksiyu;Немає опису
17:57;Очільник угорського МЗС заявив, що з перемогою Трампа наступного року в Європу повернеться мир;https://tsn.ua/svit/ochilnik-ugorskogo-mzs-zayaviv-scho-z-peremogoyu-trampa-nastupnogo-roku-v-yevropu-povernetsya-mir-2698179.html;Немає опису
17:55;Україна може втратити 20% території, щоб отримати членство в ЄС: екскомандувач НАТО зробив песимістичну заяву;https://society.comments.ua/ua/news/warrussia/ukraina-mozhe-vtratiti-20-teritorii-schob-otrimati-chlenstvo-v-es-ekskomanduvach-nato-zrobiv-pesimistichnu-zayavu-748174.html?utm_source=ukrnet&utm_medium=ukrnet2;Немає опису
17:51;Франція передасть Україні нову партію ракет SCALP;https://gwaramedia.com/frantsiia-peredast-ukraini-novu-partiiu-raket-scalp/;Немає опису
17:36;Туск впевнений, що дуже важливо не допустити послаблення України;https://hronikers.com/2024/11/10/tusk-vpevnenyy-shcho-duzhe-vazhlyvo-ne-dopustyty-poslablennia-ukrainy/;Немає опису
17:30;У НАТО спрогнозували, як закінчиться війна в Україні;https://week.ukrainianwall.com/uk/137828-kinec-viyni-v-ukrajini-u-nato-nas-zaberut-ale-vtrati-krajini-budut-seryozni;Немає опису
17:24;"У Кремлі побачили ""позитивні сигнали"" в заявах Трампа";https://inforesist.org/ua/u-kremli-pobachili-pozitivni-signali-v-zayavah-trampa/;Немає опису
17:01;Франція передасть Україні ще партію далекобійних ракет Scalp;https://www.ukrinform.ua/rubric-ato/3925591-francia-peredast-ukraini-se-partiu-dalekobijnih-raket-scalp.html;Немає опису
17:00;"У Франції заявили, що Трамп ""надто мудрий"", щоб кинути Україну";https://www.rbc.ua/rus/news/frantsiyi-zayavili-shcho-tramp-nadto-mudriy-1731248833.html;Немає опису
16:57;Байден і Трамп можуть розпочати тиху дипломатію з Путіним для захисту енергетики України: FT розкрило, чи є шанс;https://informator.ua/uk/bayden-i-tramp-mozhut-rozpochati-tihu-diplomatiyu-z-putinim-dlya-zahistu-energetiki-ukrajini-ft-rozkrilo-chi-ye-shans;Немає опису
16:52;Політолог назвав дату, коли очікувати на перемовини Трампа із Путіним;https://tsn.ua/ato/politolog-nazvav-datu-koli-ochikuvati-na-peremovini-trampa-iz-putinim-2698134.html;Немає опису
16:48;Туск заявив про ймовірність мирних переговорів щодо України: в МЗС відреагували;https://uapress.kyiv.ua/za-kordonom/tusk-zayaviv-pro-jmovirnist-mirnih-peregovoriv-shhodo-ukrayini-v-mzs-vidreaguvali/;Немає опису
16:48;Позиція окремих країн не зупинить підтримку України Євросоюзом - Олаф Шольц;https://www.armyfm.com.ua/pozytsiia-okremykh-krain-ne-zupynyt-pidtrymku-ukrainy-ievrosoiuzom--olaf-sholts/;Немає опису
16:39;У Франції сказали, що робитиме Трамп з Україною;https://socportal.info/ua/news/u-frantcii-skazali-shcho-robitime-tramp-z-ukrainoiu/;Немає опису
16:39;"Франція оголосила про передання Україні ""близько 10"" ракет SCALP";https://www.eurointegration.com.ua/news/2024/11/10/7198091/;Немає опису
16:38;Україна виготовила перші 100 власних ракет – Зеленський;https://flot2017.com/ukraina-vyhotovyla-pershi-100-vlasnykh-raket-zelenskyj/;Немає опису
16:29;МЗС Франції: Трамп «надто мудрий», щоб відмовитися від підтримки України;https://sprotyv.info/news/mzs-franczi%d1%97-tramp-nadto-mudrij-shhob-vidmovitisya-vid-pidtrimki-ukra%d1%97ni/;Немає опису
16:18;У МЗС відреагували на заяви Дональда Туска про дату завершення війни;https://zn.ua/ukr/europe/u-mzs-vidreahuvali-na-zajavi-donalda-tuska-pro-datu-zavershennja-vijni.html;Немає опису
16:05;Україна відповіла на слова Туска про можливе припинення вогню;https://inkorr.com/ukraina-vidpovila-na-slova-tuska-pro-mozlive-pripinenna-vognu-245200;Немає опису
15:52;Напівголодне життя та сліпа віра: що спонукає військових КНДР їхати в Україну;https://zn.ua/ukr/WORLD/napivholodne-zhittja-ta-slipa-vira-shcho-sponukaje-vijskovikh-kndr-jikhati-v-ukrajinu.html;Немає опису
15:46;Боррель запевнив Україну в «непохитній підтримці» з боку ЄС (ВІДЕО);https://www.epochtimes.com.ua/ostanni-novyny-ukrayiny/borrel-zapevnyv-ukrayinu-v-nepohytniy-pidtrymci-z-boku-yes-video-164790;Немає опису
15:46;Франція відправить ЗСУ додаткову партію ракет SCALP і ракети Mistral для ППО;https://24tv.ua/frantsiya-vidpravit-raketi-scalp-mistral-shho-vidomo_n2682656;Немає опису
15:42;"У Кремлі побачили ""позитивні сигнали"" в перемозі Трампа";https://www.eurointegration.com.ua/news/2024/11/10/7198088/;Немає опису
15:40;"У МЗС України відреагували на заяву Туска щодо можливого ""мирного плану"" Трампа";https://gordonua.com/ukr/news/military-actions/u-mzs-ukrajini-vidreahuvali-na-zajavu-tuska-shchodo-mozhlivoho-mirnoho-planu-trampa-1724121.html;Немає опису
15:35;Орбан сумнівається в можливостях ЄС допомагати Україні, йому заперечують — огляд заяв (ВІДЕО);https://uatv.ua/uk/orban-sumnivayetsya-v-mozhlyvostyah-yes-dopomagaty-ukrayini-jomu-zaperechuyut-oglyad-zayav-video/;Немає опису
15:31;Трамп хоче розірвати союз Росії, Китаю, Ірану та КНДР, а Україна є ключем до цього – The Hill;https://www.ukr.net/cluster/politics/Tramp_hoche_rozirvati_sojuz_Rosiji_Kitaju_Iranu_ta_KNDR_a_Ukrajina_e_kljuchem_do_cogo_The_Hill-63359824.html;Немає опису
15:27;Повернення Трампа. Команда Макрона озвучила прогноз для українців;https://www.ukr.net/cluster/politics/Povernennja_Trampa_Komanda_Makrona_ozvuchila_prognoz_dlja_ukrajinciv-63365818.html;Немає опису
15:25;Екскомандувач НАТО дав прогноз, на яких умовах закінчиться війна;https://ua.news/ua/world/ekskomanduvach-nato-dav-prognoz-na-yakyh-umovah-zakinchytsya-vijna;Немає опису
15:22;У Кремлі заявили про «позитивні сигнали» у позиції Трампа щодо України;https://www.radiosvoboda.org/a/news-kreml-tramp-ukraina/33196810.html;Немає опису
15:13;Майбутня адміністрація Трампа попросить Зеленського зосередитись на перемирʼї, а не на звільненні територій, — ВВС;https://realgazeta.com.ua/maybutnia-administratsiia-trampa-poprosyt-zelenskoho-zoseredytys-na-peremyr-i-a-ne-na-zvilnenni-terytoriy-vvs/;Немає опису
15:13;Боррель розповів про підготовку ЄС 15-го пакета санкцій проти Росії;https://www.ukr.net/cluster/politics/Borrel_rozpoviv_pro_pidgotovku_ES_15_go_paketa_sankcij_proti_Rosiji-63365715.html;Немає опису
15:12;«Не все в Украине этого хотят»: Нариман Джелял рассказал о трудностях с признанием Меджлиса представительным органом крымских татар;https://ru.krymr.com/a/news-dzheljal-priznanie-medzhlisa-krym/33196807.html;Немає опису
15:12;"МЗС подякувало Туску за підтримку позиції ""нічого про Україну без України""";https://www.ukr.net/cluster/politics/MZS_podjakuvalo_Tusku_za_pidtrimku_poziciji_nichogo_pro_Ukrajinu_bez_Ukrajini-63365518.html;Немає опису
15:05;Україна і США готують зустріч Зеленського і Трампа;https://newssky.com.ua/ukrayina-i-ssha-gotuyut-zustrich-zelenskogo-i-trampa/;Немає опису
15:03;Британія заявила про підтримку України й після перемоги Трампа;https://www.ukrinform.ua/rubric-polytics/3925555-britania-zaavila-pro-pidtrimku-ukraini-j-pisla-peremogi-trampa.html;Немає опису
14:58;Україна отримає партію далекобійних ракет від Франції;https://www.ukr.net/cluster/politics/Ukrajina_otrimae_partiju_dalekobijnih_raket_vid_Franciji-63365528.html;Немає опису
14:55;Захід готовий перекласти на Трампа провину за свою зраду України, – The Times;https://uapress.kyiv.ua/za-kordonom/zahid-gotovij-pereklasti-na-trampa-provinu-za-svoyu-zradu-ukrayini-the-times/;Немає опису
14:42;Екскомандувач НАТО спрогнозував, чим закінчиться війна Путіна в Україні;https://www.ukr.net/cluster/politics/Ekskomanduvach_NATO_sprognozuvav_chim_zakinchitsja_vijna_Putina_v_Ukrajini-63365318.html;Немає опису
14:31;Орбан зробив несподівану заяву щодо боротьби України проти РФ;https://newsyou.info/2024/11/orban-zrobiv-nespodivanu-zayavu-shhodo-borotbi-ukra%d1%97ni-proti-rf;Немає опису
14:31;За тиждень росія запустила по Україні 600 «шахедів» та 800 КАБів — Зеленський;https://www.ukr.net/cluster/politics/Za_tizhden_rosija_zapustila_po_Ukrajini_600_shahediv_ta_800_KABiv_Zelenskij-63365251.html;Немає опису
14:23;WSJ: Вашингтон передаст Украине 500 ракет для ПВО до прихода Трампа;https://mediavektor.org/97792-wsj-vashington-peredast-ukraine-500-raket-dlya-pvo-do-prihoda-trampa.html;Немає опису
14:08;"Сійярто після перемоги Трампа каже про ""повернення миру в Європу"" у 2025 році";https://www.eurointegration.com.ua/news/2024/11/10/7198085/;Немає опису
13:40;«Для мене не є принциповим, буде він чи ні»: Наріман Джелял про долю Керченського (Кримського) мосту;https://ua.krymr.com/a/news-dzheljal-kerch-mist-krym/33196752.html;Немає опису
13:29;Ілон Маск спрогнозував швидке закінчення війни в Україні;https://kontrakty.ua/article/252035;Немає опису
13:19;Пентагон відмовив Зеленському у першочерговому постачанні далекобійних ракет ATACMS;https://www.ukr.net/cluster/politics/Pentagon_otkazal_Zelenskomu_v_pervoocherednoj_postavke_dalnobojnyh_raket_ATACMS-63364646.html;Немає опису
13:19;Путін сподівається перезавантажити відносини Росії та США на власних умовах, - ISW;https://kontrakty.ua/article/252034;Немає опису
12:38;Жоден з оприлюднених «мирних спецсценаріїв» до інавгурації Трампа не мають підґрунтя - ЦПД;https://www.ukrinform.ua/rubric-polytics/3925514-zoden-z-opriludnenih-mirnih-specscenariiv-do-inavguracii-trampa-ne-maut-pidgrunta-cpd.html;Немає опису
12:15;«Зазнаватимуть великих втрат». У WSJ пояснили, чому солдати з КНДР готові померти на війні РФ проти України;https://www.ukr.net/cluster/politics/Zaznavatimut_velikih_vtrat_U_WSJ_pojasnili_chomu_soldati_z_KNDR_gotovi_pomerti_na_vijni_RF_proti_Ukrajini-63364031.html;Немає опису
12:07;Буданов прийняв в Києві керівника розвідки Швеції;https://www.ukr.net/cluster/politics/Budanov_prijnjav_v_Kievi_kerivnika_rozvidki_Shveciji-63363966.html;Немає опису
12:01;"У Трампа відмежувалися від радника, який заявив, що для України ""Криму більше немає""";https://www.ukr.net/cluster/politics/U_Trampa_vidmezhuvalisja_vid_radnika_jakij_zajaviv_wo_dlja_Ukrajini_Krimu_bilshe_nemae-63362208.html;Немає опису
11:45;Що відомо про мирні плани Трампа;https://regionews.ua/ukr/blog/vadim-denisenko/1731228828-shcho-vidomo-pro-mirni-plani-trampa;Немає опису
10:49;Глава Міноборони Литви закликає Європу не повторити помилок у ставленні до Трампа;https://www.eurointegration.com.ua/news/2024/11/10/7198075/;Немає опису
10:42;"""Мирні плани"" від Трампа: у ЦПД попередили про маніпулятивні інсайди";https://pravdatutnews.com/emergency/2024/11/10/50443-myrni-plany-vid-trampa-u-cpd-poperedyly-pro-manipulyatyvni;Немає опису
10:39;Польща - лідер з надання військової допомоги для України;https://www.ukr.net/cluster/politics/Polwa_lider_z_nadannja_vijskovoji_dopomogi_dlja_Ukrajini-63363108.html;Немає опису
10:29;Путін вважає, що Трамп підкорятиметься інтересам Кремля – ISW;https://kontrakty.ua/article/252023;Немає опису
10:06;"Forbes припустив, що Путін може віддати Україні за ""планом Трампа""";https://inkorr.com/forbes-pripustiv-so-putin-moze-viddati-ukraini-za-planom-trampa-245176;Немає опису
10:05;В Офісі президента України пояснили, чому Трамп не підтримуватиме Путіна;https://enovosty.com/uk/news-ukr/news_politics-ukr/full/v-ofisi-prezidenta-ukraini-poyasnili-chomu-tramp-ne-pidtrimuvatime-putina;Немає опису
